,ISBN,author,author_followers,genre,pages,publish_date,publisher,rating,series,title,NYT_Bestseller,celeb_bookclub
12,0451494601,Ayọ̀bámi Adébáyọ̀,6.967909201801884,Fiction,260.0,2017-08-22,Algonquin Books,4.03,0,Stay with Me,0,0
13,1101985135,Elan Mastai,6.498282149476434,Science,373.0,2017-02-07,Algonquin Books,3.76,0,All Our Wrong Todays,0,0
14,1250109167,Rachel Khong,5.8377304471659395,Fiction,208.0,2017-07-11,Algonquin Books,3.73,0,"Goodbye, Vitamin",0,0
15,0812989287,Kayla Rae Whitaker,5.869296913133774,Fiction,369.0,2017-01-31,Algonquin Books,3.97,0,The Animators,0,0
16,1250084873,Abby Fabiaschi,6.257667587882639,Add,272.0,2017-01-31,Algonquin Books,4.16,0,I Liked My Life,0,0
17,0735221715,Zinzi Clemmons,5.996452088619021,Fiction,213.0,2017-07-11,Algonquin Books,3.62,0,What We Lose,0,0
18,0316362476,Nicholas Eames,7.909856667269403,Fantasy,502.0,2017-02-21,Algonquin Books,4.33,1,Kings of the Wyld,0,0
19,1635761212,Devney Perry,8.184513753033722,Romance,376.0,2017-03-28,Algonquin Books,3.92,1,The Coppersmith Farmhouse,0,0
20,1250125901,Robinne Lee,6.74993119378857,Romance,372.0,2017-06-13,Algonquin Books,4.14,0,The Idea of You,0,0
21,1940456843,Dan Moren,5.384495062789089,Science,293.0,2017-05-23,Algonquin Books,3.86,1,The Caledonian Gambit,0,0
25,0525555366,John Green,12.497315869548041,Young Adult,288.0,2017-10-10,Houghton Mifflin Harcourt,3.98,0,Turtles All the Way Down,1,0
26,1524714682,Karen M. McManus,8.521384396034705,Young Adult,361.0,2017-05-30,Houghton Mifflin Harcourt,4.06,1,One of Us Is Lying,1,0
27,0062382802,Mackenzi Lee,8.70251025718999,Historical,513.0,2017-06-27,Houghton Mifflin Harcourt,4.14,1,The Gentleman's Guide to Vice and Virtue,1,0
28,1481430483,Jenny Han,10.384060133131097,Young Adult,325.0,2017-05-02,Houghton Mifflin Harcourt,4.15,1,"Always and Forever, Lara Jean",0,0
29,1594749477,Ashley Poston,7.76046702921342,Young Adult,320.0,2017-04-04,Houghton Mifflin Harcourt,4.01,1,Geekerella,0,0
30,0062290134,Francesca Zappia,8.017307507688582,Contemporary,385.0,2017-05-30,Houghton Mifflin Harcourt,4.25,0,Eliza and Her Monsters,0,0
31,0425290336,Sarah Dessen,10.62958583323576,Young Adult,358.0,2017-06-06,Houghton Mifflin Harcourt,3.76,0,Once and for All,0,0
32,1481478680,Sandhya Menon,7.7057128238944275,Young Adult,380.0,2017-05-30,Houghton Mifflin Harcourt,3.72,1,When Dimple Met Rishi,1,0
33,0062455869,Kasie West,9.479603858903946,Young Adult,346.0,2017-01-31,Houghton Mifflin Harcourt,3.85,0,By Your Side,0,0
34,0062348701,Becky Albertalli,9.515616752828915,Young Adult,336.0,2017-04-11,Houghton Mifflin Harcourt,3.98,0,The Upside of Unrequited,0,0
35,1616956925,Adam Silvera,9.684584995479172,Young Adult,292.0,2017-01-17,Houghton Mifflin Harcourt,4.07,0,History Is All You Left Me,0,0
36,0544586506,Benjamin Alire Sáenz,9.005405040310642,Young Adult,452.0,2017-03-07,Houghton Mifflin Harcourt,4.15,0,The Inexplicable Logic of My Life,0,0
37,1484763807,Robin Roe,6.373319789577012,Add,310.0,2017-01-10,Houghton Mifflin Harcourt,4.3,0,A List of Cages,0,0
38,0062457799,Adam Silvera,9.684584995479172,Young Adult,373.0,2017-09-05,Houghton Mifflin Harcourt,4.13,0,They Both Die at the End,0,0
39,0316383449,Chris Colfer,8.85907931788153,Young Adult,295.0,2017-02-28,Houghton Mifflin Harcourt,3.82,0,Stranger Than Fanfiction,1,0
40,0525425896,Nina LaCour,8.028455164114252,Young Adult,236.0,2017-02-14,Houghton Mifflin Harcourt,3.96,0,We Are Okay,0,0
41,0553524062,Jeff Zentner,7.340186835320115,Young Adult,399.0,2017-03-07,Houghton Mifflin Harcourt,4.18,0,Goodbye Days,0,0
42,1481481681,Christina Lauren,10.094479743833253,Young Adult,407.0,2017-09-12,Houghton Mifflin Harcourt,4.3,0,Autoboyography,0,0
43,1626726353,Jennifer Mathieu,6.786716950605081,Young Adult,330.0,2017-09-19,Houghton Mifflin Harcourt,4.32,0,Moxie,0,0
44,1408857901,Sarah J. Maas,11.675180359613869,Fantasy,699.0,2017-05-02,Nan A. Talese,4.48,1,A Court of Wings and Ruin,0,0
47,1442468408,Cassandra Clare,12.18048813531734,Fantasy,701.0,2017-05-23,Nan A. Talese,4.51,1,Lord of Shadows,0,0
48,0062310690,Victoria Aveyard,10.648325448501428,Fantasy,507.0,2017-02-07,Nan A. Talese,4.01,1,King's Cage,0,0
49,0316341681,Laini Taylor,10.353830419422378,Fantasy,536.0,2017-03-28,Nan A. Talese,4.33,1,Strange the Dreamer,1,0
51,1681195771,Sarah J. Maas,11.675188861822317,Fantasy,664.0,2017-09-05,Nan A. Talese,4.4,1,Tower of Dawn,0,0
52,0399547967,Marie Lu,11.552857463561574,Young Adult,353.0,2017-09-12,Nan A. Talese,4.18,1,Warcross,1,0
54,0062348639,Veronica Roth,12.96948721836362,Fantasy,468.0,2017-01-17,Nan A. Talese,3.78,1,Carve the Mark,1,0
55,0062380885,Victoria Schwab,10.810979690053934,Fantasy,512.0,2017-06-13,Nan A. Talese,4.21,1,Our Dark Duet,1,0
56,1250079217,S. Jae-Jones,7.71244383427499,Fantasy,436.0,2017-02-07,Nan A. Talese,3.57,1,Wintersong,1,0
57,0399171630,Renée Ahdieh,9.458371638798171,Fantasy,392.0,2017-05-16,Nan A. Talese,3.9,1,Flame in the Mist,1,0
58,0375815309,Philip Pullman,9.768125914605452,Add,449.0,2017-10-19,Nan A. Talese,4.17,1,La Belle Sauvage,1,0
59,125012252X,Leigh Bardugo,10.89997482640456,Fantasy,281.0,2017-09-26,Nan A. Talese,4.42,1,The Language of Thorns: Midnight Tales and Dangerous Magic,1,0
60,0451477855,Alwyn Hamilton,8.16763571524637,Fantasy,518.0,2017-03-07,Nan A. Talese,4.33,1,Traitor to the Throne,0,0
61,1632866242,Samantha Shannon,8.869960510523953,Fantasy,384.0,2017-03-07,Nan A. Talese,4.16,1,The Song Rising,0,0
62,0545930804,Maggie Stiefvater,11.77296394998518,Fantasy,320.0,2017-10-10,Nan A. Talese,3.85,0,All the Crooked Saints,1,0
63,1595148221,Morgan Rhodes,8.711278615130434,Fantasy,379.0,2016-12-13,Nan A. Talese,4.25,1,Crystal Storm,0,0
64,1618731203,Sarah Rees Brennan,8.394121193826242,Fantasy,437.0,2017-08-15,Nan A. Talese,4.34,0,In Other Lands,0,0
65,0373212313,Laurie Forest,7.458186157340487,Fantasy,601.0,2017-05-02,Nan A. Talese,4.02,1,The Black Witch,0,0
66,1423160932,Rick Riordan,12.540231494045667,Fantasy,410.0,2017-10-03,Broadway Books,4.38,0,The Ship of the Dead,0,0
69,1484746422,Rick Riordan,12.540231494045667,Fantasy,401.0,2017-05-02,Broadway Books,4.25,1,The Dark Prophecy,0,0
70,1484780981,Jennifer Donnelly,8.621373010325902,Fantasy,341.0,2017-01-31,Broadway Books,3.91,0,Beauty and the Beast: Lost in a Book,1,0
71,0316355895,Chris Colfer,8.85907931788153,Fantasy,480.0,2017-07-11,Broadway Books,4.55,1,Worlds Collide,0,0
72,1481492063,Hena Khan,5.153291594497779,Childrens,208.0,2017-03-14,Broadway Books,3.98,0,Amina's Voice,0,0
73,0399186379,Jack Cheng,5.4116460518550396,Childrens,315.0,2017-02-28,Broadway Books,4.04,0,See You in the Cosmos,0,0
74,1101994851,Lauren Wolk,5.6937321388027,Historical,304.0,2017-05-02,Broadway Books,4.11,0,Beyond the Bright Sea,0,0
75,1629722561,Brandon Mull,8.9005490139363,Fantasy,384.0,2017-03-14,Broadway Books,4.32,1,Dragonwatch,1,0
76,1481478486,Barbara Dee,4.59511985013459,Childrens,277.0,2017-03-14,Broadway Books,4.22,0,Star-Crossed,0,0
77,1484781287,Melissa de la Cruz,9.432443382115146,Fantasy,304.0,2017-05-23,Broadway Books,4.08,1,Rise of the Isle of the Lost,0,0
78,1338053922,Lisa   Thompson,4.653960350157523,Mystery,320.0,2017-02-28,Broadway Books,4.1,0,The Goldfish Boy,0,0
79,110193459X,Ellen Oh,6.2766434893416445,Short,240.0,2017-01-03,Broadway Books,4.1,0,Flying Lessons & Other Stories,0,0
80,0062658476,Soman Chainani,8.19836438996762,Fantasy,568.0,2017-09-19,Broadway Books,4.28,1,Quests for Glory,0,0
81,1250043220,Katherine Applegate,8.185350223178686,Childrens,224.0,2017-09-26,Broadway Books,4.3,0,Wishtree,1,0
82,0545685400,Tui T. Sutherland,7.691200097522863,Fantasy,336.0,2016-12-27,Broadway Books,4.61,1,Talons of Power,0,0
83,0062433385,Ali Standish,4.927253685157205,Childrens,368.0,2017-01-24,Broadway Books,4.29,0,The Ethan I Was Before,0,0
84,0062445766,Sally J. Pla,4.543294782270004,Add,327.0,2017-01-24,Broadway Books,4.26,0,The Someday Birds,0,0
85,1484778723,Jonathan Stroud,8.893572718629306,Fantasy,437.0,2017-09-12,Broadway Books,4.59,1,The Empty Grave,0,0
86,0525429204,Kimberly Brubaker Bradley,7.113956109566034,Historical,387.0,2017-10-03,Broadway Books,4.51,1,The War I Finally Won,1,0
87,0374303851,Lauren Baratz-Logsted,5.986452005284438,Historical,240.0,2017-06-20,Broadway Books,4.14,0,"I Love You, Michael Collins",0,0
88,1524766496,R.J. Palacio,8.695506726812653,Childrens,32.0,2017-03-28,CreateSpace Independent Publishing Platform,4.29,1,We're All Wonders,0,0
91,0316319570,Malala Yousafzai,8.10892415597534,Childrens,48.0,2017-10-17,CreateSpace Independent Publishing Platform,4.54,0,Malala's Magic Pencil,1,0
92,1524741728,Chelsea Clinton,4.634728988229636,Childrens,32.0,2017-05-30,CreateSpace Independent Publishing Platform,4.41,0,She Persisted: 13 American Women Who Changed the World,1,0
93,1452145423,Kate Messner,7.071573364211532,Childrens,48.0,2017-03-07,CreateSpace Independent Publishing Platform,4.05,1,Over and Under the Pond,0,0
94,0553498053,Emily Jenkins,4.700480365792417,Childrens,32.0,2017-01-03,CreateSpace Independent Publishing Platform,3.6,0,"A Greyhound, a Groundhog",0,0
95,076369603X,Mac Barnett,6.593044534142437,Childrens,46.0,2017-03-14,CreateSpace Independent Publishing Platform,3.81,1,Triangle,0,0
96,0735227926,Corinna Luyken,4.465908118654584,Childrens,56.0,2017-04-18,CreateSpace Independent Publishing Platform,4.21,0,The Book of Mistakes,0,0
97,055353789X,Stephanie Graegin,3.295836866004329,Childrens,40.0,2017-02-28,CreateSpace Independent Publishing Platform,4.28,0,Little Fox in the Forest,0,0
98,0062438891,Drew Daywalt,5.7745515455444085,Childrens,48.0,2017-04-04,CreateSpace Independent Publishing Platform,4.3,0,The Legend of Rock Paper Scissors,1,0
99,1481400703,Cynthia Levinson,2.995732273553991,Childrens,40.0,2017-01-17,CreateSpace Independent Publishing Platform,4.42,0,"The Youngest Marcher: The Story of Audrey Faye Hendricks, a Young Civil Rights Activist",0,0
100,1479597465,Bao Phi,3.871201010907891,Childrens,32.0,2017-08-01,CreateSpace Independent Publishing Platform,4.26,0,A Different Pond,0,0
101,1503937232,Jonathan London,4.941642422609304,Childrens,32.0,2017-03-01,CreateSpace Independent Publishing Platform,3.97,1,Duck and Hippo in the Rainstorm,0,0
102,0545776430,Bill Martin Jr.,5.384495062789089,Childrens,32.0,2017-01-03,CreateSpace Independent Publishing Platform,3.76,0,Spunky Little Monkey,0,0
103,0500651094,Jen Campbell,9.204523486654617,Childrens,32.0,2017-10-17,CreateSpace Independent Publishing Platform,4.28,1,Franklin's Flying Bookshop,0,0
104,148473162X,Ryan T.  Higgins,5.683579767338681,Childrens,40.0,2017-04-04,CreateSpace Independent Publishing Platform,4.2,0,Be Quiet!,0,0
105,1481469096,Jessie Sima,4.663439094112067,Childrens,36.0,2017-02-14,CreateSpace Independent Publishing Platform,4.47,0,Not Quite Narwhal,0,0
106,0763678384,Gaia Cornwall,3.332204510175204,Childrens,32.0,2017-05-09,CreateSpace Independent Publishing Platform,4.32,0,Jabari Jumps,0,0
107,1454919604,Josh Funk,5.87493073085203,Childrens,34.0,2017-05-02,CreateSpace Independent Publishing Platform,4.03,1,The Case of the Stinky Stench,0,0
108,0316383406,Chris Colfer,8.85907931788153,Childrens,32.0,2017-07-11,CreateSpace Independent Publishing Platform,4.09,1,Trollbella Throws a Party: A Tale from the Land of Stories,0,0
109,1626726825,Dan Santat,6.091309882077698,Childrens,40.0,2017-10-03,CreateSpace Independent Publishing Platform,4.51,0,After the Fall: How Humpty Dumpty Got Back up Again,1,0
110,0735224293,Celeste Ng,10.546183189599976,Fiction,338.0,2017-09-12,Tor Books,4.11,0,Little Fires Everywhere,1,1
113,1501160761,Fredrik Backman,10.056680631152522,Fiction,418.0,2017-04-25,Tor Books,4.26,1,Beartown,0,0
114,0735220689,Gail Honeyman,8.8427489162961,Fiction,327.0,2017-05-09,Tor Books,4.31,0,Eleanor Oliphant is Completely Fine,0,0
115,081299826X,Sophie Kinsella,10.279420858038254,Womens,439.0,2017-02-07,Tor Books,3.79,0,My Not So Perfect Life,1,0
116,0062473530,Ruth Hogan,7.1846291527173145,Fiction,288.0,2017-02-21,Tor Books,3.82,0,The Keeper of Lost Things,0,0
117,0735212171,Mohsin Hamid,7.894318063841624,Fiction,231.0,2017-03-07,Tor Books,3.79,0,Exit West,1,0
118,1501126067,Jesmyn Ward,8.36730010184162,Fiction,285.0,2017-09-05,Tor Books,4.02,1,"Sing, Unburied, Sing",1,0
119,0385542232,Kevin Kwan,9.684709458731557,Fiction,398.0,2017-05-23,Tor Books,3.94,1,Rich People Problems,1,0
120,031655247X,Elin Hilderbrand,9.507254695741542,Fiction,581.0,2017-06-13,Tor Books,3.88,0,The Identicals,0,0
121,0812989406,Elizabeth Strout,8.473241303887054,Fiction,254.0,2017-04-25,Tor Books,3.75,1,Anything Is Possible,1,0
122,0802126391,Viet Thanh Nguyen,7.784057002639929,Short,209.0,2017-02-07,Tor Books,3.88,0,The Refugees,0,0
123,1250088550,Laurie Frankel,7.1592919047975645,Fiction,336.0,2017-01-24,Tor Books,4.26,0,This Is How It Always Is,0,0
125,0735211027,Lesley Nneka Arimah,6.102558594613569,Short,232.0,2017-04-04,Tor Books,4.09,0,What It Means When a Man Falls from the Sky,0,0
126,1524733156,Arundhati Roy,8.881836305004146,Fiction,444.0,2017-06-06,Tor Books,3.48,0,The Ministry of Utmost Happiness,1,0
127,0735217688,Kamila Shamsie,7.152268856032539,Fiction,276.0,2017-08-15,Tor Books,4.08,0,Home Fire,0,0
128,006210571X,Joshilyn Jackson,8.33423142973486,Fiction,342.0,2017-07-11,Tor Books,3.97,0,The Almost Sisters,0,0
129,0374203105,Robin Sloan,10.291229868989722,Fiction,259.0,2017-09-05,Tor Books,3.76,0,Sourdough,0,0
131,1616205040,Gabrielle Zevin,8.381831553485561,Fiction,294.0,2017-08-22,Tor Books,3.77,0,Young Jane Young,0,0
132,0735211205,Paula Hawkins,10.042640613928704,Mystery,386.0,2017-05-02,Kensington Publishing Corporation,3.56,0,Into the Water,1,0
135,0385514239,Dan Brown,11.266295760500698,Fiction,461.0,2017-10-03,Kensington Publishing Corporation,3.85,1,Origin,1,0
136,1250066190,Louise Penny,9.295232838994146,Mystery,391.0,2017-08-29,Kensington Publishing Corporation,4.3,1,Glass Houses,1,0
137,0062430246,Karin Slaughter,10.111030037621687,Mystery,511.0,2017-08-08,Kensington Publishing Corporation,4.13,1,The Good Daughter,0,0
140,0425285049,J.P. Delaney,7.789868559054706,Thriller,341.0,2017-01-24,Kensington Publishing Corporation,3.69,0,The Girl Before,1,0
141,1477848665,Rachel Caine,9.662561831426121,Thriller,286.0,2017-07-01,Kensington Publishing Corporation,4.11,1,Stillhouse Lake,0,0
142,0062311158,Greg Iles,8.481151420068972,Fiction,694.0,2017-03-21,Kensington Publishing Corporation,4.43,1,Mississippi Blood,1,0
143,1250122465,B.A. Paris,9.016998311898762,Thriller,328.0,2017-07-18,Kensington Publishing Corporation,3.9,0,The Breakdown,1,0
145,1542722829,Sarah A. Denzil,6.52795791762255,Mystery,413.0,2017-01-26,Kensington Publishing Corporation,4.02,0,Silent Child,0,0
147,0778319768,Kimberly Belle,7.540090320145325,Mystery,334.0,2016-12-27,Kensington Publishing Corporation,3.93,0,The Marriage Lie,0,0
148,1940941946,Alessandra Torre,9.371693622333941,Mystery,321.0,2017-10-02,Kensington Publishing Corporation,4.21,0,The Ghostwriter,0,0
149,125011117X,Sarah Pinborough,8.108623268354595,Thriller,307.0,2017-01-31,Kensington Publishing Corporation,3.75,0,Behind Her Eyes,1,0
150,1503941892,Brian Freeman,7.164720378771857,Mystery,362.0,2017-02-01,Kensington Publishing Corporation,3.97,1,The Night Bird,0,0
151,0316267775,Joe Ide,6.472346294500901,Mystery,336.0,2017-10-17,Kensington Publishing Corporation,3.85,1,Righteous,0,0
152,1786811456,Robert Bryndza,8.236420527265391,Mystery,368.0,2017-04-12,Kensington Publishing Corporation,4.37,1,Last Breath,0,0
153,0544968840,J.D. Barker,7.788211557847076,Thriller,404.0,2017-06-27,Kensington Publishing Corporation,4.14,1,The Fourth Monkey,0,0
154,0425284689,Lisa Wingate,8.517992871586802,Historical,342.0,2017-06-06,Flatiron Books,4.37,0,Before We Were Yours,1,0
158,052595497X,Ken Follett,10.606659318618037,Historical,916.0,2017-09-12,Flatiron Books,4.21,1,A Column of Fire,1,0
160,1503943372,Mark T. Sullivan,7.353081920515432,Historical,513.0,2017-05-01,Flatiron Books,4.42,0,Beneath a Scarlet Sky,0,0
161,1501139231,Taylor Jenkins Reid,9.462887373659635,Historical,391.0,2017-06-13,Flatiron Books,4.32,0,The Seven Husbands of Evelyn Hugo,0,0
162,1501154826,Lisa See,10.70342422727759,Historical,371.0,2017-03-21,Flatiron Books,4.24,0,The Tea Girl of Hummingbird Lane,0,0
163,1455563935,Min Jin Lee,8.014335737299424,Historical,489.0,2017-02-07,Flatiron Books,4.26,0,Pachinko,0,0
164,0062225553,Michael Chabon,8.796792687674662,Fiction,430.0,2016-11-22,Flatiron Books,3.81,0,Moonglow,1,0
165,1503939324,Amy Harmon,9.374837343857585,Historical,384.0,2016-12-01,Flatiron Books,4.39,0,From Sand and Ash,0,0
167,1476716730,Jennifer Egan,8.464214266625351,Historical,438.0,2017-10-03,Flatiron Books,3.62,0,Manhattan Beach,1,0
168,0385350902,Anita Shreve,8.195057690895077,Historical,256.0,2017-04-18,Flatiron Books,3.85,0,The Stars Are Fire,1,0
169,1524760781,John Boyne,8.759511722116487,Historical,582.0,2017-08-22,Flatiron Books,4.47,0,The Heart's Invisible Furies,0,0
170,0062356267,Christina Baker Kline,8.287528423111763,Historical,309.0,2017-02-21,Flatiron Books,3.86,0,A Piece of the World,1,0
171,0062563661,Jessica Shattuck,6.694562058521095,Add,356.0,2017-03-28,Flatiron Books,3.86,0,The Women in the Castle,0,0
173,0544912586,Hala Alyan,5.14166355650266,Fiction,312.0,2017-05-02,Flatiron Books,3.89,0,Salt Houses,0,0
174,0804176752,Jamie Ford,7.744569809354496,Historical,320.0,2017-09-12,Flatiron Books,3.92,0,Love and Other Consolation Prizes,0,0
175,0385541457,Janet Benton,5.209486152841421,Historical,352.0,2017-05-16,Flatiron Books,3.99,0,Lilli de Jong,0,0
176,1338109065,J.K. Rowling,12.229149319047648,Fantasy,280.0,2016-11-18,Multnomah Books,4.28,1,Fantastic Beasts and Where to Find Them: The Original Screenplay,0,0
180,0765387468,V.E. Schwab,10.026633957357836,Fantasy,624.0,2017-02-21,Multnomah Books,4.37,1,A Conjuring of Light,0,0
182,076532637X,Brandon Sanderson,11.692225795787039,Fantasy,1248.0,2017-11-14,Multnomah Books,4.62,1,Oathbringer,1,0
184,0425284352,Karen Marie Moning,10.143920772387299,Fantasy,541.0,2017-01-17,Multnomah Books,4.38,1,Feversong,1,0
185,0553392956,Robin Hobb,11.253299448078604,Fantasy,847.0,2017-05-09,Multnomah Books,4.64,1,Assassin's Fate,1,0
186,0356508684,N.K. Jemisin,9.936341889407075,Fantasy,416.0,2017-08-15,Multnomah Books,4.35,1,The Stone Sky,0,0
187,0062290428,Erika Johansen,8.30795254527102,Fantasy,478.0,2016-11-29,Multnomah Books,3.77,1,The Fate of the Tearling,0,0
188,045147449X,Anne Bishop,9.011157458106817,Fantasy,397.0,2017-03-07,Multnomah Books,4.31,1,Etched in Bone,1,0
189,1101988851,Mark  Lawrence,10.703626417674236,Fantasy,469.0,2017-04-04,Multnomah Books,4.24,1,Red Sister,0,0
190,1250078210,Darynda Jones,9.392745258631441,Fantasy,310.0,2017-01-24,Multnomah Books,4.38,1,Eleventh Grave in Moonlight,0,0
191,0425281272,Patricia Briggs,10.04897221927811,Fantasy,371.0,2017-03-07,Multnomah Books,4.41,0,Silence Fallen,1,0
193,0756410606,Tad Williams,8.508354242749032,Fantasy,736.0,2017-06-27,Multnomah Books,4.12,1,The Witchwood Crown,0,0
194,0316407216,Brian  McClellan,8.550434525196039,Fantasy,624.0,2017-03-07,Multnomah Books,4.43,1,Sins of Empire,0,0
196,1101965363,Michael J. Sullivan,11.134851763453977,Fantasy,512.0,2017-07-25,Multnomah Books,4.3,1,Age of Swords,0,0
197,0553419730,Robert Jackson Bennett,9.669156655581341,Fantasy,451.0,2017-05-02,Multnomah Books,4.43,0,City of Miracles,0,0
198,1501179764,Colleen Hoover,12.6982810391391,Romance,384.0,2017-10-03,Riverhead Books,3.91,0,Without Merit,0,0
201,1250123070,Nora Roberts,10.494851145928589,Romance,466.0,2017-05-30,Riverhead Books,4.1,0,Come Sundown,1,0
202,0062371878,Lisa Kleypas,9.864278839310847,Romance,370.0,2017-02-21,Riverhead Books,4.08,1,Devil in Spring,0,0
203,006228925X,Ilona Andrews,10.035786936549613,Fantasy,389.0,2017-05-30,Riverhead Books,4.54,1,White Hot,0,0
204,045147533X,J.R. Ward,10.62539224351527,Fantasy,459.0,2016-12-06,Riverhead Books,4.41,0,Blood Vow,0,0
205,0990429253,Mariana Zapata,9.596758567164112,Romance,670.0,2016-12-06,Riverhead Books,4.24,0,Wait for It,0,0
206,1682309819,Vi Keeland,9.880423612937577,Romance,322.0,2017-01-16,Riverhead Books,4.25,0,Egomaniac,0,0
207,1545117438,Brittainy C. Cherry,9.074062353683555,Romance,270.0,2017-04-12,Riverhead Books,4.42,1,The Gravity of Us,0,0
208,168230776X,Emma Chase,9.676461473957694,Romance,264.0,2017-02-21,Riverhead Books,4.15,1,Royally Matched,0,0
209,1101987790,Nalini Singh,9.904786708267748,Romance,452.0,2017-06-13,Riverhead Books,4.27,1,Silver Silence,0,0
210,0996135669,L.J. Shen,9.687071321971345,Romance,338.0,2016-12-27,Riverhead Books,4.18,1,Vicious,0,0
211,1635762111,Ella Frank,8.738735461363474,Romance,354.0,2017-06-01,Riverhead Books,4.4,1,Tease,0,0
212,1942835159,Laurelin Paige,9.393994374003915,Romance,300.0,2017-03-27,Riverhead Books,4.13,1,Dirty Filthy Rich Men,0,0
213,1942874324,Penny Reid,9.601165503344832,Romance,400.0,2017-08-02,Riverhead Books,4.25,1,Beard in Mind,0,0
214,1942874235,Penny Reid,9.601165503344832,Romance,354.0,2017-05-16,Riverhead Books,4.32,1,Dating-ish,0,0
215,0062389025,Beverly Jenkins,7.552762084214147,Romance,384.0,2017-01-31,Riverhead Books,4.15,1,Breathless,0,0
216,0373790007,Brenda Jackson,7.696667081526462,Romance,384.0,2017-01-31,Riverhead Books,4.04,0,Forged in Desire,0,0
217,0062349066,Tessa Dare,8.957252944288902,Romance,370.0,2017-08-22,Riverhead Books,4.05,1,The Duchess Deal,0,0
218,1682305295,Krista Ritchie,8.576593534697684,Romance,347.0,2017-07-20,Riverhead Books,4.01,1,Damaged Like Us,0,0
219,1978098758,Kate  Stewart,8.481566013773087,Romance,412.0,2017-10-13,Riverhead Books,4.49,0,Drive,0,0
223,1101886722,Sylvain Neuvel,8.286017468404763,Science,336.0,2017-04-04,Random House,4.05,1,Waking Gods,0,0
224,1780894848,Timothy Zahn,8.449342524508063,Media,427.0,2017-04-06,Random House,4.27,1,Thrawn,0,0
226,0765393115,Nnedi Okorafor,9.063926353520646,Science,164.0,2017-01-31,Random House,4.11,1,Home,0,0
227,0374115249,Jeff VanderMeer,8.959311617172437,Science,336.0,2017-04-25,Random House,3.91,1,Borne,0,0
228,0356504263,James S.A. Corey,9.391411146868485,Science,538.0,2016-12-06,Random House,4.22,1,Babylon's Ashes,0,0
230,076538888X,John Scalzi,9.720045368073471,Science,333.0,2017-03-21,Random House,4.1,1,The Collapsing Empire,0,0
231,1597809063,Jodi Taylor,7.923348211930154,Science,376.0,2017-07-18,Random House,4.44,1,And the Rest is History,0,0
232,1680680595,Dennis E. Taylor,8.193953023563742,Science,320.0,2017-04-14,Random House,4.38,1,For We Are Many,0,0
233,0765397536,Martha Wells,8.321907968230423,Science,152.0,2017-05-02,Random House,4.16,0,All Systems Red,0,0
234,031638867X,Ann Leckie,8.583916823459145,Add,439.0,2017-09-26,Random House,3.81,1,Provenance,0,0
235,0062409166,Neal Stephenson,9.872873693918292,Science,752.0,2017-06-13,Random House,3.87,0,The Rise and Fall of D.O.D.O.,1,0
236,1781085374,Yoon Ha Lee,7.036148493750536,Science,355.0,2017-06-13,Random House,4.14,1,Raven Stratagem,0,0
237,0316389684,Mur Lafferty,7.046647277848756,Science,364.0,2017-01-31,Random House,3.84,0,Six Wakes,0,0
238,1503940713,Marko Kloos,7.541683099882111,Science,293.0,2017-02-28,Random House,4.32,1,Fields of Fire,0,0
239,0857666614,Kameron Hurley,7.478734825567875,Science,396.0,2017-02-02,Random House,3.66,0,The Stars Are Legion,0,0
240,1942645589,Tal M. Klein,5.303304908059076,Science,319.0,2017-07-25,Random House,3.6,0,The Punch Escrow,0,0
241,0765378027,Ada Palmer,6.79346613258001,Science,365.0,2017-03-07,Random House,4.2,1,Seven Surrenders,0,0
242,150116340X,Stephen King,13.420008651913573,Horror,702.0,2017-09-26,Knopf Publishing Group,3.73,0,Sleeping Beauties,1,0
245,1101985364,Riley Sager,8.45553053102413,Thriller,342.0,2017-07-11,Knopf Publishing Group,3.81,0,Final Girls,0,0
246,0385353790,Anne Rice,9.93479240236454,Fantasy,451.0,2016-11-29,Knopf Publishing Group,3.8,1,Prince Lestat and the Realms of Atlantis,1,0
247,0385541996,Edgar Cantero,6.948897222313312,Horror,322.0,2017-07-11,Knopf Publishing Group,3.56,0,Meddling Kids,1,0
248,0316300330,M.R. Carey,8.338066525518801,Horror,392.0,2017-05-02,Knopf Publishing Group,3.97,1,The Boy on the Bridge,0,0
249,0399584021,Christina Henry,8.161089512845797,Add,292.0,2017-07-04,Knopf Publishing Group,4.18,0,Lost Boy: The True Story of Captain Hook,0,0
250,0385531427,Lincoln Child,8.187855443695623,Thriller,244.0,2017-05-16,Knopf Publishing Group,3.68,0,Full Wolf Moon,1,0
251,0812995945,Victor LaValle,7.164720378771857,Fantasy,431.0,2017-06-13,Knopf Publishing Group,3.79,0,The Changeling,0,0
252,1503939502,Dot Hutchison,7.732807530422021,Thriller,289.0,2017-05-23,Knopf Publishing Group,4.02,1,The Roses of May,0,0
253,1473641861,John Connolly,8.598588829620232,Horror,464.0,2017-04-06,Knopf Publishing Group,4.26,1,A Game of Ghosts,0,0
255,0765391422,Seanan McGuire,9.211539652551664,Fantasy,182.0,2017-01-10,Knopf Publishing Group,3.81,0,Dusk or Dark or Dawn or Day,0,0
256,1250040205,David  Wong,8.2482674474469,Horror,375.0,2017-10-03,Knopf Publishing Group,4.17,1,What the Hell Did I Just Read,0,0
